tip	accession	genus	kingdom	phylum	class	order	family
XP_028476602.1_Apiotrichum_porosum	XP_028476602.1	Apiotrichum	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae
XP_028472728.1_Apiotrichum_porosum	XP_028472728.1	Apiotrichum	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae
GMK58657.1_Cutaneotrichosporon_spelunceum	GMK58657.1	Cutaneotrichosporon	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae
XP_060456902.1_Cutaneotrichosporon_cavernicola	XP_060456902.1	Cutaneotrichosporon	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae
BEJ14676.1_Cutaneotrichosporon_sp._HIS471	BEJ14676.1	Cutaneotrichosporon	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae
GMK54331.1_Cutaneotrichosporon_spelunceum	GMK54331.1	Cutaneotrichosporon	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae
XP_018280093.1_Cutaneotrichosporon_oleaginosum	XP_018280093.1	Cutaneotrichosporon	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae
XP_018279493.1_Cutaneotrichosporon_oleaginosum	XP_018279493.1	Cutaneotrichosporon	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae
XP_060453079.1_Cutaneotrichosporon_cavernicola	XP_060453079.1	Cutaneotrichosporon	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae
TXT11790.1_Cutaneotrichosporon_oleaginosum	TXT11790.1	Cutaneotrichosporon	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae
GMK55144.1_Cutaneotrichosporon_spelunceum	GMK55144.1	Cutaneotrichosporon	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae
TXT10245.1_Cutaneotrichosporon_oleaginosum	TXT10245.1	Cutaneotrichosporon	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae
XP_018282730.1_Cutaneotrichosporon_oleaginosum	XP_018282730.1	Cutaneotrichosporon	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae
XP_060459898.1_Cutaneotrichosporon_cavernicola	XP_060459898.1	Cutaneotrichosporon	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae
XP_018275525.1_Cutaneotrichosporon_oleaginosum	XP_018275525.1	Cutaneotrichosporon	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae
BEJ11580.1_Cutaneotrichosporon_sp._HIS471	BEJ11580.1	Cutaneotrichosporon	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae
XP_018280384.1_Cutaneotrichosporon_oleaginosum	XP_018280384.1	Cutaneotrichosporon	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae
GMK56416.1_Cutaneotrichosporon_spelunceum	GMK56416.1	Cutaneotrichosporon	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae
EKD01731.1_Trichosporon_asahii_asahii	EKD01731.1	Trichosporon	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae
XP_014181917.1_Trichosporon_asahii_asahii	XP_014181917.1	Trichosporon	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae
XP_014180075.1_Trichosporon_asahii_asahii	XP_014180075.1	Trichosporon	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae
XP_014180074.1_Trichosporon_asahii_asahii	XP_014180074.1	Trichosporon	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae
XP_062631925.1_Vanrija_pseudolonga	XP_062631925.1	Vanrija	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae
XP_062626010.1_Vanrija_pseudolonga	XP_062626010.1	Vanrija	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae
TXT04286.1_Vanrija_humicola	TXT04286.1	Vanrija	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae
TXT07101.1_Vanrija_humicola	TXT07101.1	Vanrija	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae
TXT15888.1_Vanrija_humicola	TXT15888.1	Vanrija	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae
XP_062623941.1_Vanrija_pseudolonga	XP_062623941.1	Vanrija	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae
KAI8064513.1_Gongronella_butleri	KAI8064513.1	Gongronella	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae
XP_051442884.1_Umbelopsis_ramanniana_AG	XP_051442884.1	Umbelopsis	Fungi	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Umbelopsidaceae
KAG2173165.1_Umbelopsis_isabellina	KAG2173165.1	Umbelopsis	Fungi	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Umbelopsidaceae
KAH8552452.1_Umbelopsis_sp._PMI_123	KAH8552452.1	Umbelopsis	Fungi	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Umbelopsidaceae
XP_021967733.1_Folsomia_candida	XP_021967733.1	Folsomia	Metazoa	Arthropoda	Collembola	Entomobryomorpha	Isotomidae
XP_035701239.1_Folsomia_candida	XP_035701239.1	Folsomia	Metazoa	Arthropoda	Collembola	Entomobryomorpha	Isotomidae
OXA43169.1_Folsomia_candida	OXA43169.1	Folsomia	Metazoa	Arthropoda	Collembola	Entomobryomorpha	Isotomidae
CAF1047116.1_Adineta_steineri	CAF1047116.1	Adineta	Metazoa	Rotifera	Eurotatoria	Adinetida	Adinetidae
CAF1097575.1_Adineta_steineri	CAF1097575.1	Adineta	Metazoa	Rotifera	Eurotatoria	Adinetida	Adinetidae
CAF0828144.1_Didymodactylos_carnosus	CAF0828144.1	Didymodactylos	Metazoa	Rotifera	Eurotatoria	Philodinida	Philodinidae
CAF1068498.1_Didymodactylos_carnosus	CAF1068498.1	Didymodactylos	Metazoa	Rotifera	Eurotatoria	Philodinida	Philodinidae
CAF1158396.1_Didymodactylos_carnosus	CAF1158396.1	Didymodactylos	Metazoa	Rotifera	Eurotatoria	Philodinida	Philodinidae
CAF1679081.1_Rotaria_magnacalcarata	CAF1679081.1	Rotaria	Metazoa	Rotifera	Eurotatoria	unknown	unknown
CAF0957659.1_Rotaria_sordida	CAF0957659.1	Rotaria	Metazoa	Rotifera	Eurotatoria	unknown	unknown
CAF4112418.1_Rotaria_sp._Silwood2	CAF4112418.1	Rotaria	Metazoa	Rotifera	Eurotatoria	unknown	unknown
CAF0980966.1_Rotaria_sordida	CAF0980966.1	Rotaria	Metazoa	Rotifera	Eurotatoria	unknown	unknown
CAF1597006.1_Rotaria_sp._Silwood1	CAF1597006.1	Rotaria	Metazoa	Rotifera	Eurotatoria	unknown	unknown
CAF1415161.1_Rotaria_sordida	CAF1415161.1	Rotaria	Metazoa	Rotifera	Eurotatoria	unknown	unknown
CAF4149748.1_Rotaria_sp._Silwood2	CAF4149748.1	Rotaria	Metazoa	Rotifera	Eurotatoria	unknown	unknown
PRP86693.1_Planoprotostelium_fungivorum	PRP86693.1	Planoprotostelium	unknown	Evosea	Variosea	Cavosteliida	Cavosteliaceae
PRP74785.1_Planoprotostelium_fungivorum	PRP74785.1	Planoprotostelium	unknown	Evosea	Variosea	Cavosteliida	Cavosteliaceae
PRP74787.1_Planoprotostelium_fungivorum	PRP74787.1	Planoprotostelium	unknown	Evosea	Variosea	Cavosteliida	Cavosteliaceae
PRP89596.1_Planoprotostelium_fungivorum	PRP89596.1	Planoprotostelium	unknown	Evosea	Variosea	Cavosteliida	Cavosteliaceae
PRP74784.1_Planoprotostelium_fungivorum	PRP74784.1	Planoprotostelium	unknown	Evosea	Variosea	Cavosteliida	Cavosteliaceae
PRP84537.1_Planoprotostelium_fungivorum	PRP84537.1	Planoprotostelium	unknown	Evosea	Variosea	Cavosteliida	Cavosteliaceae
PRP74056.1_Planoprotostelium_fungivorum	PRP74056.1	Planoprotostelium	unknown	Evosea	Variosea	Cavosteliida	Cavosteliaceae
PRP84539.1_Planoprotostelium_fungivorum	PRP84539.1	Planoprotostelium	unknown	Evosea	Variosea	Cavosteliida	Cavosteliaceae
PRP86646.1_Planoprotostelium_fungivorum	PRP86646.1	Planoprotostelium	unknown	Evosea	Variosea	Cavosteliida	Cavosteliaceae
PRP87496.1_Planoprotostelium_fungivorum	PRP87496.1	Planoprotostelium	unknown	Evosea	Variosea	Cavosteliida	Cavosteliaceae
PRP81433.1_Planoprotostelium_fungivorum	PRP81433.1	Planoprotostelium	unknown	Evosea	Variosea	Cavosteliida	Cavosteliaceae
PRP88488.1_Planoprotostelium_fungivorum	PRP88488.1	Planoprotostelium	unknown	Evosea	Variosea	Cavosteliida	Cavosteliaceae
PRP81476.1_Planoprotostelium_fungivorum	PRP81476.1	Planoprotostelium	unknown	Evosea	Variosea	Cavosteliida	Cavosteliaceae
PRP77934.1_Planoprotostelium_fungivorum	PRP77934.1	Planoprotostelium	unknown	Evosea	Variosea	Cavosteliida	Cavosteliaceae
PRP85073.1_Planoprotostelium_fungivorum	PRP85073.1	Planoprotostelium	unknown	Evosea	Variosea	Cavosteliida	Cavosteliaceae
PRP85061.1_Planoprotostelium_fungivorum	PRP85061.1	Planoprotostelium	unknown	Evosea	Variosea	Cavosteliida	Cavosteliaceae
PRP85059.1_Planoprotostelium_fungivorum	PRP85059.1	Planoprotostelium	unknown	Evosea	Variosea	Cavosteliida	Cavosteliaceae
TMW59783.1_Pythium_oligandrum	TMW59783.1	Pythium	unknown	Oomycota	unknown	Pythiales	Pythiaceae
TMW59784.1_Pythium_oligandrum	TMW59784.1	Pythium	unknown	Oomycota	unknown	Pythiales	Pythiaceae
